hourstamp,spot_ct,target_kwh,charged_price_ct
2025-01-02 16:00:00,13.859,3.25,59.0
2025-01-02 17:00:00,15.287,16.05,59.0
2025-01-02 18:00:00,15.294,9.85,59.0
2025-01-02 19:00:00,13.915,139.6,59.0
2025-01-02 20:00:00,13.0,0.35000000000000003,59.0
2025-01-02 21:00:00,11.978,0.35000000000000003,59.0
2025-01-02 22:00:00,11.342,0.4,59.0
2025-01-02 23:00:00,8.247,0.35000000000000003,59.0
2025-01-03 00:00:00,9.956,0.35000000000000003,59.0
2025-01-03 01:00:00,8.753,0.35000000000000003,59.0
2025-01-03 02:00:00,8.501,0.35000000000000003,59.0
2025-01-03 03:00:00,8.379,0.35000000000000003,59.0
2025-01-03 04:00:00,7.75,0.4,59.0
2025-01-03 05:00:00,7.988,0.35000000000000003,59.0
2025-01-03 06:00:00,8.356,48.800000000000004,59.0
2025-01-03 07:00:00,7.843,15.1,59.0
2025-01-03 08:00:00,8.257,12.600000000000001,59.0
2025-01-03 09:00:00,8.076,17.7,59.0
2025-01-03 10:00:00,7.764,64.0,59.0
2025-01-03 11:00:00,7.048,34.400000000000006,59.0
2025-01-03 12:00:00,6.994,1.75,59.0
2025-01-03 13:00:00,7.78,99.15,59.0
2025-01-03 14:00:00,7.881,145.54999999999998,59.0
2025-01-03 15:00:00,8.529,19.5,59.0
2025-01-03 16:00:00,10.551,48.25,59.0
2025-01-03 17:00:00,11.666,19.2,59.0
2025-01-03 18:00:00,11.506,21.7,59.0
2025-01-03 19:00:00,11.491,35.95,59.0
2025-01-03 20:00:00,11.33,0.35000000000000003,59.0
2025-01-03 21:00:00,10.78,61.8,59.0
2025-01-03 22:00:00,9.822,5.3999999999999995,59.0
2025-01-03 23:00:00,8.857,0.55,59.0
2025-01-04 00:00:00,9.043,0.35000000000000003,59.0
2025-01-04 01:00:00,9.029,0.35000000000000003,59.0
2025-01-04 02:00:00,9.02,0.35000000000000003,59.0
2025-01-04 03:00:00,9.152,0.4,59.0
2025-01-04 04:00:00,9.595,0.35000000000000003,59.0
2025-01-04 05:00:00,10.211,0.35000000000000003,59.0
2025-01-04 06:00:00,11.066,0.35000000000000003,59.0
2025-01-04 07:00:00,11.996,0.35000000000000003,59.0
2025-01-04 08:00:00,12.839,59.75,59.0
2025-01-04 09:00:00,13.075,1.1,59.0
2025-01-04 10:00:00,13.034,16.25,59.0
2025-01-04 11:00:00,12.829,5.199999999999999,59.0
2025-01-04 12:00:00,13.003,69.85,59.0
2025-01-04 13:00:00,12.985,106.35,59.0
2025-01-04 14:00:00,13.64,22.05,59.0
2025-01-04 15:00:00,13.872,81.35,59.0
2025-01-04 16:00:00,14.2,9.1,59.0
2025-01-04 17:00:00,15.124,49.7,59.0
2025-01-04 18:00:00,14.385,59.650000000000006,59.0
2025-01-04 19:00:00,13.796,18.45,59.0
2025-01-04 20:00:00,12.949,21.75,59.0
2025-01-04 21:00:00,12.283,22.35,59.0
2025-01-04 22:00:00,11.829,0.35000000000000003,59.0
2025-01-04 23:00:00,10.949,0.35000000000000003,59.0
2025-01-05 00:00:00,11.384,0.4,59.0
2025-01-05 01:00:00,10.033,0.35000000000000003,59.0
2025-01-05 02:00:00,9.361,0.35000000000000003,59.0
2025-01-05 03:00:00,9.387,0.35000000000000003,59.0
2025-01-05 04:00:00,8.938,0.35000000000000003,59.0
2025-01-05 05:00:00,8.355,0.4,59.0
2025-01-05 06:00:00,8.392,0.35000000000000003,59.0
2025-01-05 07:00:00,8.253,0.35000000000000003,59.0
2025-01-05 08:00:00,8.405,86.2,59.0
2025-01-05 09:00:00,8.915,28.35,59.0
2025-01-05 10:00:00,8.295,19.05,59.0
2025-01-05 11:00:00,8.882,98.1,59.0
2025-01-05 12:00:00,8.166,54.3,59.0
2025-01-05 13:00:00,7.839,44.25,59.0
2025-01-05 14:00:00,6.8,34.75,59.0
2025-01-05 15:00:00,5.064,41.4,59.0
2025-01-05 16:00:00,4.991,5.4,59.0
2025-01-05 17:00:00,6.63,52.3,59.0
2025-01-05 18:00:00,6.505,25.2,59.0
2025-01-05 19:00:00,5.128,32.2,59.0
2025-01-05 20:00:00,3.685,0.35000000000000003,59.0
2025-01-05 21:00:00,3.68,0.4,59.0
2025-01-05 22:00:00,3.468,0.35000000000000003,59.0
2025-01-05 23:00:00,2.814,0.35000000000000003,59.0
2025-01-06 00:00:00,2.752,0.30000000000000004,59.0
2025-01-06 01:00:00,1.926,0.2,59.0
2025-01-06 02:00:00,1.135,0.25,59.0
2025-01-06 03:00:00,0.92,0.2,59.0
2025-01-06 04:00:00,1.0,0.25,59.0
2025-01-06 05:00:00,1.481,0.2,59.0
2025-01-06 06:00:00,2.382,0.2,59.0
2025-01-06 07:00:00,3.172,35.349999999999994,59.0
2025-01-06 08:00:00,4.137,61.900000000000006,59.0
2025-01-06 09:00:00,3.636,2.05,59.0
2025-01-06 10:00:00,3.469,39.3,59.0
2025-01-06 11:00:00,3.283,33.15,59.0
2025-01-06 12:00:00,3.128,112.95,59.0
2025-01-06 13:00:00,2.86,0.1,59.0
2025-01-06 14:00:00,2.561,55.8,59.0
2025-01-06 15:00:00,2.632,79.25,59.0
2025-01-06 16:00:00,2.687,215.45,59.0
2025-01-06 17:00:00,3.166,132.55,59.0
2025-01-06 18:00:00,3.158,97.5,59.0
2025-01-06 19:00:00,2.874,23.8,59.0
2025-01-06 20:00:00,2.659,33.7,59.0
2025-01-06 21:00:00,1.382,13.200000000000001,59.0
2025-01-06 22:00:00,2.694,0.2,59.0
2025-01-06 23:00:00,1.299,0.25,59.0
2025-01-07 00:00:00,1.907,0.25,59.0
2025-01-07 01:00:00,0.871,0.30000000000000004,59.0
2025-01-07 02:00:00,0.89,0.30000000000000004,59.0
2025-01-07 03:00:00,0.501,0.30000000000000004,59.0
2025-01-07 04:00:00,0.513,0.30000000000000004,59.0
2025-01-07 05:00:00,0.58,0.30000000000000004,59.0
2025-01-07 06:00:00,4.886,0.30000000000000004,59.0
2025-01-07 07:00:00,7.683,1.8,59.0
2025-01-07 08:00:00,8.508,28.4,59.0
2025-01-07 09:00:00,8.424,0.30000000000000004,59.0
2025-01-07 10:00:00,7.525,0.25,59.0
2025-01-07 11:00:00,6.28,0.25,59.0
2025-01-07 12:00:00,6.244,0.25,59.0
2025-01-07 13:00:00,6.39,17.45,59.0
2025-01-07 14:00:00,7.256,28.75,59.0
2025-01-07 15:00:00,7.811,3.8,59.0
2025-01-07 16:00:00,7.998,2.5,59.0
2025-01-07 17:00:00,9.603,35.0,59.0
2025-01-07 18:00:00,10.111,63.599999999999994,59.0
2025-01-07 19:00:00,8.621,32.8,59.0
2025-01-07 20:00:00,7.801,0.35000000000000003,59.0
2025-01-07 21:00:00,7.245,46.2,59.0
2025-01-07 22:00:00,7.245,16.6,59.0
2025-01-07 23:00:00,5.004,0.35000000000000003,59.0
2025-01-08 00:00:00,7.105,0.35000000000000003,59.0
2025-01-08 01:00:00,6.801,0.4,59.0
2025-01-08 02:00:00,6.334,0.35000000000000003,59.0
2025-01-08 03:00:00,5.701,0.35000000000000003,59.0
2025-01-08 04:00:00,6.629,0.35000000000000003,59.0
2025-01-08 05:00:00,7.207,0.35000000000000003,59.0
2025-01-08 06:00:00,8.27,0.35000000000000003,59.0
2025-01-08 07:00:00,10.073,0.35000000000000003,59.0
2025-01-08 08:00:00,12.822,40.95,59.0
2025-01-08 09:00:00,10.818,0.30000000000000004,59.0
2025-01-08 10:00:00,9.465,11.55,59.0
2025-01-08 11:00:00,10.001,48.55,59.0
2025-01-08 12:00:00,8.999,73.05,59.0
2025-01-08 13:00:00,9.72,47.05,59.0
2025-01-08 14:00:00,11.019,32.1,59.0
2025-01-08 15:00:00,12.78,79.5,59.0
2025-01-08 16:00:00,13.582,22.799999999999997,59.0
2025-01-08 17:00:00,15.546,102.9,59.0
2025-01-08 18:00:00,14.923,91.65,59.0
2025-01-08 19:00:00,14.648,40.65,59.0
2025-01-08 20:00:00,13.686,0.35000000000000003,59.0
2025-01-08 21:00:00,12.786,0.35000000000000003,59.0
2025-01-08 22:00:00,11.592,0.35000000000000003,59.0
2025-01-08 23:00:00,10.359,0.4,59.0
2025-01-09 00:00:00,10.144,0.35000000000000003,59.0
2025-01-09 01:00:00,10.0,0.35000000000000003,59.0
2025-01-09 02:00:00,9.877,0.35000000000000003,59.0
2025-01-09 03:00:00,9.522,0.35000000000000003,59.0
2025-01-09 04:00:00,9.828,0.35000000000000003,59.0
2025-01-09 05:00:00,10.265,0.35000000000000003,59.0
2025-01-09 06:00:00,13.354,0.4,59.0
2025-01-09 07:00:00,14.88,12.6,59.0
2025-01-09 08:00:00,16.488,90.25,59.0
2025-01-09 09:00:00,15.615,43.550000000000004,59.0
2025-01-09 10:00:00,14.764,0.25,59.0
2025-01-09 11:00:00,14.021,46.45,59.0
2025-01-09 12:00:00,12.818,10.05,59.0
2025-01-09 13:00:00,12.115,21.4,59.0
2025-01-09 14:00:00,12.395,80.0,59.0
2025-01-09 15:00:00,12.753,73.25,59.0
2025-01-09 16:00:00,12.375,127.60000000000001,59.0
2025-01-09 17:00:00,13.091,89.05,59.0
2025-01-09 18:00:00,13.475,43.8,59.0
2025-01-09 19:00:00,12.544,17.85,59.0
2025-01-09 20:00:00,11.923,7.0,59.0
2025-01-09 21:00:00,10.499,65.65,59.0
2025-01-09 22:00:00,10.11,3.9,59.0
2025-01-09 23:00:00,8.819,0.35000000000000003,59.0
2025-01-10 00:00:00,8.479,69.4,59.0
2025-01-10 01:00:00,8.023,27.85,59.0
2025-01-10 02:00:00,7.129,0.35000000000000003,59.0
2025-01-10 03:00:00,6.905,0.35000000000000003,59.0
2025-01-10 04:00:00,6.989,0.35000000000000003,59.0
2025-01-10 05:00:00,8.39,0.35000000000000003,59.0
2025-01-10 06:00:00,9.909,0.35000000000000003,59.0
2025-01-10 07:00:00,12.392,17.15,59.0
2025-01-10 08:00:00,13.947,34.9,59.0
2025-01-10 09:00:00,13.692,54.6,59.0
2025-01-10 10:00:00,12.357,12.85,59.0
2025-01-10 11:00:00,11.359,43.1,59.0
2025-01-10 12:00:00,10.743,10.65,59.0
2025-01-10 13:00:00,10.501,91.2,59.0
2025-01-10 14:00:00,11.001,63.349999999999994,59.0
2025-01-10 15:00:00,12.869,0.30000000000000004,59.0
2025-01-10 16:00:00,13.487,75.9,59.0
2025-01-10 17:00:00,14.256,0.35000000000000003,59.0
2025-01-10 18:00:00,14.412,61.05,59.0
2025-01-10 19:00:00,14.105,99.25,59.0
2025-01-10 20:00:00,13.482,0.35000000000000003,59.0
2025-01-10 21:00:00,12.251,0.35000000000000003,59.0
2025-01-10 22:00:00,11.977,7.35,59.0
2025-01-10 23:00:00,11.171,30.15,59.0
2025-01-11 00:00:00,10.664,0.35000000000000003,59.0
2025-01-11 01:00:00,9.899,0.35000000000000003,59.0
2025-01-11 02:00:00,9.571,0.4,59.0
2025-01-11 03:00:00,8.945,0.35000000000000003,59.0
2025-01-11 04:00:00,8.835,0.35000000000000003,59.0
2025-01-11 05:00:00,8.84,0.35000000000000003,59.0
2025-01-11 06:00:00,8.813,0.4,59.0
2025-01-11 07:00:00,9.468,0.35000000000000003,59.0
2025-01-11 08:00:00,10.765,0.25,59.0
2025-01-11 09:00:00,10.314,78.0,59.0
2025-01-11 10:00:00,10.113,4.65,59.0
2025-01-11 11:00:00,9.956,4.7,59.0
2025-01-11 12:00:00,9.674,24.5,59.0
2025-01-11 13:00:00,9.315,63.55,59.0
2025-01-11 14:00:00,9.49,152.7,59.0
2025-01-11 15:00:00,10.489,31.7,59.0
2025-01-11 16:00:00,11.212,37.95,59.0
2025-01-11 17:00:00,11.98,18.65,59.0
2025-01-11 18:00:00,12.234,81.19999999999999,59.0
2025-01-11 19:00:00,11.485,48.900000000000006,59.0
2025-01-11 20:00:00,11.119,0.35000000000000003,59.0
2025-01-11 21:00:00,10.48,33.9,59.0
2025-01-11 22:00:00,10.307,20.55,59.0
2025-01-11 23:00:00,10.569,0.35000000000000003,59.0
2025-01-12 00:00:00,8.358,27.4,59.0
2025-01-12 01:00:00,8.379,7.6,59.0
2025-01-12 02:00:00,8.675,0.4,59.0
2025-01-12 03:00:00,8.42,0.35000000000000003,59.0
2025-01-12 04:00:00,8.5,0.35000000000000003,59.0
2025-01-12 05:00:00,8.375,0.35000000000000003,59.0
2025-01-12 06:00:00,8.59,0.35000000000000003,59.0
2025-01-12 07:00:00,10.175,0.4,59.0
2025-01-12 08:00:00,11.467,35.300000000000004,59.0
2025-01-12 09:00:00,12.007,41.95,59.0
2025-01-12 10:00:00,11.777,74.55000000000001,59.0
2025-01-12 11:00:00,10.561,25.2,59.0
2025-01-12 12:00:00,10.299,7.2,59.0
2025-01-12 13:00:00,9.961,107.1,59.0
2025-01-12 14:00:00,10.474,161.85,59.0
2025-01-12 15:00:00,11.87,55.75,59.0
2025-01-12 16:00:00,13.292,111.75,59.0
2025-01-12 17:00:00,14.1,34.449999999999996,59.0
2025-01-12 18:00:00,14.666,42.35,59.0
2025-01-12 19:00:00,14.366,187.35,59.0
2025-01-12 20:00:00,13.486,46.1,59.0
2025-01-12 21:00:00,12.749,3.85,59.0
2025-01-12 22:00:00,12.12,44.05,59.0
2025-01-12 23:00:00,11.49,0.35000000000000003,59.0
2025-01-13 00:00:00,11.239,0.35000000000000003,59.0
2025-01-13 01:00:00,10.507,0.35000000000000003,59.0
2025-01-13 02:00:00,10.446,0.4,59.0
2025-01-13 03:00:00,10.037,0.35000000000000003,59.0
2025-01-13 04:00:00,10.0,0.35000000000000003,59.0
2025-01-13 05:00:00,11.011,0.35000000000000003,59.0
2025-01-13 06:00:00,14.028,2.4000000000000004,59.0
2025-01-13 07:00:00,18.192,46.15,59.0
2025-01-13 08:00:00,22.309,0.30000000000000004,59.0
2025-01-13 09:00:00,17.409,0.25,59.0
2025-01-13 10:00:00,14.169,33.5,59.0
2025-01-13 11:00:00,11.573,90.05,59.0
2025-01-13 12:00:00,10.41,0.25,59.0
2025-01-13 13:00:00,10.304,29.549999999999997,59.0
2025-01-13 14:00:00,10.467,1.9,59.0
2025-01-13 15:00:00,13.82,0.25,59.0
2025-01-13 16:00:00,14.262,0.30000000000000004,59.0
2025-01-13 17:00:00,14.9,56.55,59.0
2025-01-13 18:00:00,14.9,19.9,59.0
2025-01-13 19:00:00,13.973,1.3,59.0
2025-01-13 20:00:00,12.318,118.2,59.0
2025-01-13 21:00:00,12.022,81.85,59.0
2025-01-13 22:00:00,11.557,0.35000000000000003,59.0
2025-01-13 23:00:00,10.231,0.4,59.0
2025-01-14 00:00:00,10.638,0.35000000000000003,59.0
2025-01-14 01:00:00,10.37,0.35000000000000003,59.0
2025-01-14 02:00:00,9.908,0.35000000000000003,59.0
2025-01-14 03:00:00,9.799,0.35000000000000003,59.0
2025-01-14 04:00:00,10.188,0.35000000000000003,59.0
2025-01-14 05:00:00,10.764,0.4,59.0
2025-01-14 06:00:00,12.34,0.35000000000000003,59.0
2025-01-14 07:00:00,15.662,0.35000000000000003,59.0
2025-01-14 08:00:00,18.403,52.5,59.0
2025-01-14 09:00:00,15.186,71.35,59.0
2025-01-14 10:00:00,11.762,60.85,59.0
2025-01-14 11:00:00,10.931,0.25,59.0
2025-01-14 12:00:00,10.311,0.25,59.0
2025-01-14 13:00:00,10.811,52.4,59.0
2025-01-14 14:00:00,11.535,56.949999999999996,59.0
2025-01-14 15:00:00,12.535,0.25,59.0
2025-01-14 16:00:00,14.197,50.550000000000004,59.0
2025-01-14 17:00:00,16.586,93.3,59.0
2025-01-14 18:00:00,17.007,61.65,59.0
2025-01-14 19:00:00,15.838,0.7000000000000001,59.0
2025-01-14 20:00:00,13.546,0.35000000000000003,59.0
2025-01-14 21:00:00,11.769,0.35000000000000003,59.0
2025-01-14 22:00:00,12.1,0.35000000000000003,59.0
2025-01-14 23:00:00,12.176,0.35000000000000003,59.0
2025-01-15 00:00:00,10.828,0.35000000000000003,59.0
2025-01-15 01:00:00,10.772,0.35000000000000003,59.0
2025-01-15 02:00:00,10.841,0.4,59.0
2025-01-15 03:00:00,10.804,0.35000000000000003,59.0
2025-01-15 04:00:00,10.875,0.35000000000000003,59.0
2025-01-15 05:00:00,11.492,0.35000000000000003,59.0
2025-01-15 06:00:00,13.449,0.35000000000000003,59.0
2025-01-15 07:00:00,19.179,20.25,59.0
2025-01-15 08:00:00,30.724,43.5,59.0
2025-01-15 09:00:00,31.502,31.2,59.0
2025-01-15 10:00:00,31.103,0.30000000000000004,59.0
2025-01-15 11:00:00,30.48,0.25,59.0
2025-01-15 12:00:00,31.102,0.25,59.0
2025-01-15 13:00:00,30.934,0.25,59.0
2025-01-15 14:00:00,28.583,18.85,59.0
2025-01-15 15:00:00,30.174,61.4,59.0
2025-01-15 16:00:00,33.352,50.45,59.0
2025-01-15 17:00:00,37.799,80.2,59.0
2025-01-15 18:00:00,32.474,50.650000000000006,59.0
2025-01-15 19:00:00,27.009,150.05,59.0
2025-01-15 20:00:00,18.166,41.1,59.0
2025-01-15 21:00:00,15.087,39.199999999999996,59.0
2025-01-15 22:00:00,14.116,0.25,59.0
2025-01-15 23:00:00,12.39,0.30000000000000004,59.0
2025-01-16 00:00:00,12.633,0.35000000000000003,59.0
2025-01-16 01:00:00,11.912,0.35000000000000003,59.0
2025-01-16 02:00:00,11.762,0.35000000000000003,59.0
2025-01-16 03:00:00,11.503,0.35000000000000003,59.0
2025-01-16 04:00:00,11.575,0.35000000000000003,59.0
2025-01-16 05:00:00,12.327,0.35000000000000003,59.0
2025-01-16 06:00:00,13.87,0.35000000000000003,59.0
2025-01-16 07:00:00,17.304,7.25,59.0
2025-01-16 08:00:00,19.965,117.55,59.0
2025-01-16 09:00:00,17.5,15.45,59.0
2025-01-16 10:00:00,15.19,5.55,59.0
2025-01-16 11:00:00,14.064,0.25,59.0
2025-01-16 12:00:00,13.113,0.30000000000000004,59.0
2025-01-16 13:00:00,13.058,20.200000000000003,59.0
2025-01-16 14:00:00,13.842,26.8,59.0
2025-01-16 15:00:00,16.304,23.45,59.0
2025-01-16 16:00:00,17.92,19.75,59.0
2025-01-16 17:00:00,19.156,26.6,59.0
2025-01-16 18:00:00,18.432,21.65,59.0
2025-01-16 19:00:00,17.997,0.35000000000000003,59.0
2025-01-16 20:00:00,15.96,0.35000000000000003,59.0
2025-01-16 21:00:00,14.16,0.35000000000000003,59.0
2025-01-16 22:00:00,13.529,0.35000000000000003,59.0
2025-01-16 23:00:00,12.375,0.35000000000000003,59.0
2025-01-17 00:00:00,11.887,0.4,59.0
2025-01-17 01:00:00,11.839,0.35000000000000003,59.0
2025-01-17 02:00:00,11.571,0.35000000000000003,59.0
2025-01-17 03:00:00,11.472,0.35000000000000003,59.0
2025-01-17 04:00:00,11.548,0.35000000000000003,59.0
2025-01-17 05:00:00,12.216,0.35000000000000003,59.0
2025-01-17 06:00:00,14.08,0.35000000000000003,59.0
2025-01-17 07:00:00,17.501,0.35000000000000003,59.0
2025-01-17 08:00:00,20.813,46.45,59.0
2025-01-17 09:00:00,17.534,26.799999999999997,59.0
2025-01-17 10:00:00,15.8,46.550000000000004,59.0
2025-01-17 11:00:00,14.073,24.75,59.0
2025-01-17 12:00:00,12.644,62.3,59.0
2025-01-17 13:00:00,12.403,78.55,59.0
2025-01-17 14:00:00,13.299,44.0,59.0
2025-01-17 15:00:00,15.198,23.15,59.0
2025-01-17 16:00:00,17.021,158.55,59.0
2025-01-17 17:00:00,17.879,176.65,59.0
2025-01-17 18:00:00,17.992,158.3,59.0
2025-01-17 19:00:00,17.422,30.099999999999998,59.0
2025-01-17 20:00:00,15.791,10.85,59.0
2025-01-17 21:00:00,14.5,0.35000000000000003,59.0
2025-01-17 22:00:00,13.997,0.35000000000000003,59.0
2025-01-17 23:00:00,12.684,0.35000000000000003,59.0
2025-01-18 00:00:00,12.529,0.35000000000000003,59.0
2025-01-18 01:00:00,12.105,0.4,59.0
2025-01-18 02:00:00,12.098,0.35000000000000003,59.0
2025-01-18 03:00:00,11.885,0.35000000000000003,59.0
2025-01-18 04:00:00,11.646,0.35000000000000003,59.0
2025-01-18 05:00:00,11.977,0.35000000000000003,59.0
2025-01-18 06:00:00,11.975,0.35000000000000003,59.0
2025-01-18 07:00:00,13.339,0.4,59.0
2025-01-18 08:00:00,14.563,33.45,59.0
2025-01-18 09:00:00,14.41,2.0500000000000003,59.0
2025-01-18 10:00:00,13.121,89.45,59.0
2025-01-18 11:00:00,12.156,61.6,59.0
2025-01-18 12:00:00,11.887,15.75,59.0
2025-01-18 13:00:00,11.501,72.5,59.0
2025-01-18 14:00:00,11.932,62.050000000000004,59.0
2025-01-18 15:00:00,13.332,45.099999999999994,59.0
2025-01-18 16:00:00,14.971,93.55,59.0
2025-01-18 17:00:00,16.459,50.1,59.0
2025-01-18 18:00:00,16.757,0.35000000000000003,59.0
2025-01-18 19:00:00,16.785,0.35000000000000003,59.0
2025-01-18 20:00:00,15.612,0.35000000000000003,59.0
2025-01-18 21:00:00,14.342,0.4,59.0
2025-01-18 22:00:00,13.64,0.35000000000000003,59.0
2025-01-18 23:00:00,12.936,0.35000000000000003,59.0
2025-01-19 00:00:00,12.973,0.35000000000000003,59.0
2025-01-19 01:00:00,12.42,0.35000000000000003,59.0
2025-01-19 02:00:00,12.305,0.4,59.0
2025-01-19 03:00:00,12.124,0.35000000000000003,59.0
2025-01-19 04:00:00,12.018,0.35000000000000003,59.0
2025-01-19 05:00:00,12.0,0.35000000000000003,59.0
2025-01-19 06:00:00,12.157,0.35000000000000003,59.0
2025-01-19 07:00:00,12.333,0.35000000000000003,59.0
2025-01-19 08:00:00,12.36,0.30000000000000004,59.0
2025-01-19 09:00:00,12.516,170.79999999999998,59.0
2025-01-19 10:00:00,12.519,78.89999999999999,59.0
2025-01-19 11:00:00,12.156,0.25,59.0
2025-01-19 12:00:00,11.225,132.10000000000002,59.0
2025-01-19 13:00:00,10.751,233.75,59.0
2025-01-19 14:00:00,11.681,199.3,59.0
2025-01-19 15:00:00,12.629,202.7,59.0
2025-01-19 16:00:00,14.015,60.8,59.0
2025-01-19 17:00:00,14.967,80.45,59.0
2025-01-19 18:00:00,15.904,74.9,59.0
2025-01-19 19:00:00,15.66,0.35000000000000003,59.0
2025-01-19 20:00:00,14.906,14.25,59.0
2025-01-19 21:00:00,13.926,59.85,59.0
2025-01-19 22:00:00,13.099,6.4,59.0
2025-01-19 23:00:00,12.294,0.35000000000000003,59.0
2025-01-20 00:00:00,12.227,0.4,59.0
2025-01-20 01:00:00,11.944,0.35000000000000003,59.0
2025-01-20 02:00:00,11.656,0.35000000000000003,59.0
2025-01-20 03:00:00,11.441,0.35000000000000003,59.0
2025-01-20 04:00:00,11.545,0.35000000000000003,59.0
2025-01-20 05:00:00,12.754,0.4,59.0
2025-01-20 06:00:00,16.171,0.35000000000000003,59.0
2025-01-20 07:00:00,27.648,0.35000000000000003,59.0
2025-01-20 08:00:00,43.199,0.25,59.0
2025-01-20 09:00:00,29.17,5.15,59.0
2025-01-20 10:00:00,23.629,5.3500000000000005,59.0
2025-01-20 11:00:00,18.748,33.25,59.0
2025-01-20 12:00:00,17.6,5.9,59.0
2025-01-20 13:00:00,17.139,22.0,59.0
2025-01-20 14:00:00,19.185,31.9,59.0
2025-01-20 15:00:00,27.717,32.8,59.0
2025-01-20 16:00:00,40.212,55.050000000000004,59.0
2025-01-20 17:00:00,58.34,73.5,59.0
2025-01-20 18:00:00,47.328,143.6,59.0
2025-01-20 19:00:00,29.557,80.35,59.0
2025-01-20 20:00:00,22.0,59.9,59.0
2025-01-20 21:00:00,17.0,0.35000000000000003,59.0
2025-01-20 22:00:00,15.251,0.35000000000000003,59.0
2025-01-20 23:00:00,13.798,0.4,59.0
2025-01-21 00:00:00,12.752,0.35000000000000003,59.0
2025-01-21 01:00:00,12.165,0.35000000000000003,59.0
2025-01-21 02:00:00,11.667,0.35000000000000003,59.0
2025-01-21 03:00:00,11.386,0.35000000000000003,59.0
2025-01-21 04:00:00,11.354,0.35000000000000003,59.0
2025-01-21 05:00:00,12.234,0.35000000000000003,59.0
2025-01-21 06:00:00,14.22,0.35000000000000003,59.0
2025-01-21 07:00:00,19.006,0.4,59.0
2025-01-21 08:00:00,24.832,16.849999999999998,59.0
2025-01-21 09:00:00,21.168,26.9,59.0
2025-01-21 10:00:00,19.805,2.0,59.0
2025-01-21 11:00:00,16.15,43.2,59.0
2025-01-21 12:00:00,14.744,0.25,59.0
2025-01-21 13:00:00,14.283,59.2,59.0
2025-01-21 14:00:00,15.005,28.950000000000003,59.0
2025-01-21 15:00:00,17.343,9.1,59.0
2025-01-21 16:00:00,21.213,1.9,59.0
2025-01-21 17:00:00,30.115,161.2,59.0
2025-01-21 18:00:00,25.193,90.9,59.0
2025-01-21 19:00:00,20.268,10.2,59.0
2025-01-21 20:00:00,17.484,18.4,59.0
2025-01-21 21:00:00,15.519,37.2,59.0
2025-01-21 22:00:00,13.86,0.35000000000000003,59.0
2025-01-21 23:00:00,12.529,0.35000000000000003,59.0
2025-01-22 00:00:00,12.8,0.35000000000000003,59.0
2025-01-22 01:00:00,12.506,0.4,59.0
2025-01-22 02:00:00,12.222,0.35000000000000003,59.0
2025-01-22 03:00:00,12.166,0.35000000000000003,59.0
2025-01-22 04:00:00,12.316,0.35000000000000003,59.0
2025-01-22 05:00:00,12.832,0.35000000000000003,59.0
2025-01-22 06:00:00,15.692,0.35000000000000003,59.0
