hourstamp,spot_ct,hour,dayofweek,month,is_weekend,dayofyear,trend,hour_sin,hour_cos,target_kwh
2025-01-02 23:00:00,8.247,23,3,1,0,2,47.0,-0.25881904510252157,0.9659258262890681,0.35000000000000003
2025-01-03 00:00:00,9.956,0,4,1,0,3,48.0,0.0,1.0,0.35000000000000003
2025-01-03 01:00:00,8.753,1,4,1,0,3,49.0,0.25881904510252074,0.9659258262890683,0.35000000000000003
2025-01-03 02:00:00,8.501,2,4,1,0,3,50.0,0.49999999999999994,0.8660254037844387,0.35000000000000003
2025-01-03 03:00:00,8.379,3,4,1,0,3,51.0,0.7071067811865475,0.7071067811865476,0.35000000000000003
2025-01-03 04:00:00,7.75,4,4,1,0,3,52.0,0.8660254037844386,0.5000000000000001,0.4
2025-01-03 05:00:00,7.988,5,4,1,0,3,53.0,0.9659258262890683,0.25881904510252074,0.35000000000000003
2025-01-03 06:00:00,8.356,6,4,1,0,3,54.0,1.0,6.123233995736766e-17,48.800000000000004
2025-01-03 07:00:00,7.843,7,4,1,0,3,55.0,0.9659258262890683,-0.25881904510252063,15.1
2025-01-03 08:00:00,8.257,8,4,1,0,3,56.0,0.8660254037844387,-0.4999999999999998,12.600000000000001
2025-01-03 09:00:00,8.076,9,4,1,0,3,57.0,0.7071067811865476,-0.7071067811865475,17.7
2025-01-03 10:00:00,7.764,10,4,1,0,3,58.0,0.49999999999999994,-0.8660254037844387,64.0
2025-01-03 11:00:00,7.048,11,4,1,0,3,59.0,0.258819045102521,-0.9659258262890682,34.400000000000006
2025-01-03 12:00:00,6.994,12,4,1,0,3,60.0,1.2246467991473532e-16,-1.0,1.75
2025-01-03 13:00:00,7.78,13,4,1,0,3,61.0,-0.2588190451025208,-0.9659258262890683,99.15
2025-01-03 14:00:00,7.881,14,4,1,0,3,62.0,-0.4999999999999997,-0.8660254037844388,145.54999999999998
2025-01-03 15:00:00,8.529,15,4,1,0,3,63.0,-0.7071067811865471,-0.7071067811865479,19.5
2025-01-03 16:00:00,10.551,16,4,1,0,3,64.0,-0.8660254037844384,-0.5000000000000004,48.25
2025-01-03 17:00:00,11.666,17,4,1,0,3,65.0,-0.9659258262890683,-0.25881904510252063,19.2
2025-01-03 18:00:00,11.506,18,4,1,0,3,66.0,-1.0,-1.8369701987210297e-16,21.7
2025-01-03 19:00:00,11.491,19,4,1,0,3,67.0,-0.9659258262890684,0.2588190451025203,35.95
2025-01-03 20:00:00,11.33,20,4,1,0,3,68.0,-0.8660254037844386,0.5000000000000001,0.35000000000000003
2025-01-03 21:00:00,10.78,21,4,1,0,3,69.0,-0.7071067811865477,0.7071067811865474,61.8
2025-01-03 22:00:00,9.822,22,4,1,0,3,70.0,-0.5000000000000004,0.8660254037844384,5.3999999999999995
2025-01-03 23:00:00,8.857,23,4,1,0,3,71.0,-0.25881904510252157,0.9659258262890681,0.55
2025-01-04 00:00:00,9.043,0,5,1,1,4,72.0,0.0,1.0,0.35000000000000003
2025-01-04 01:00:00,9.029,1,5,1,1,4,73.0,0.25881904510252074,0.9659258262890683,0.35000000000000003
2025-01-04 02:00:00,9.02,2,5,1,1,4,74.0,0.49999999999999994,0.8660254037844387,0.35000000000000003
2025-01-04 03:00:00,9.152,3,5,1,1,4,75.0,0.7071067811865475,0.7071067811865476,0.4
2025-01-04 04:00:00,9.595,4,5,1,1,4,76.0,0.8660254037844386,0.5000000000000001,0.35000000000000003
2025-01-04 05:00:00,10.211,5,5,1,1,4,77.0,0.9659258262890683,0.25881904510252074,0.35000000000000003
2025-01-04 06:00:00,11.066,6,5,1,1,4,78.0,1.0,6.123233995736766e-17,0.35000000000000003
2025-01-04 07:00:00,11.996,7,5,1,1,4,79.0,0.9659258262890683,-0.25881904510252063,0.35000000000000003
2025-01-04 08:00:00,12.839,8,5,1,1,4,80.0,0.8660254037844387,-0.4999999999999998,59.75
2025-01-04 09:00:00,13.075,9,5,1,1,4,81.0,0.7071067811865476,-0.7071067811865475,1.1
2025-01-04 10:00:00,13.034,10,5,1,1,4,82.0,0.49999999999999994,-0.8660254037844387,16.25
2025-01-04 11:00:00,12.829,11,5,1,1,4,83.0,0.258819045102521,-0.9659258262890682,5.199999999999999
2025-01-04 12:00:00,13.003,12,5,1,1,4,84.0,1.2246467991473532e-16,-1.0,69.85
2025-01-04 13:00:00,12.985,13,5,1,1,4,85.0,-0.2588190451025208,-0.9659258262890683,106.35
2025-01-04 14:00:00,13.64,14,5,1,1,4,86.0,-0.4999999999999997,-0.8660254037844388,22.05
2025-01-04 15:00:00,13.872,15,5,1,1,4,87.0,-0.7071067811865471,-0.7071067811865479,81.35
2025-01-04 16:00:00,14.2,16,5,1,1,4,88.0,-0.8660254037844384,-0.5000000000000004,9.1
2025-01-04 17:00:00,15.124,17,5,1,1,4,89.0,-0.9659258262890683,-0.25881904510252063,49.7
2025-01-04 18:00:00,14.385,18,5,1,1,4,90.0,-1.0,-1.8369701987210297e-16,59.650000000000006
2025-01-04 19:00:00,13.796,19,5,1,1,4,91.0,-0.9659258262890684,0.2588190451025203,18.45
2025-01-04 20:00:00,12.949,20,5,1,1,4,92.0,-0.8660254037844386,0.5000000000000001,21.75
2025-01-04 21:00:00,12.283,21,5,1,1,4,93.0,-0.7071067811865477,0.7071067811865474,22.35
2025-01-04 22:00:00,11.829,22,5,1,1,4,94.0,-0.5000000000000004,0.8660254037844384,0.35000000000000003
2025-01-04 23:00:00,10.949,23,5,1,1,4,95.0,-0.25881904510252157,0.9659258262890681,0.35000000000000003
2025-01-05 00:00:00,11.384,0,6,1,1,5,96.0,0.0,1.0,0.4
2025-01-05 01:00:00,10.033,1,6,1,1,5,97.0,0.25881904510252074,0.9659258262890683,0.35000000000000003
2025-01-05 02:00:00,9.361,2,6,1,1,5,98.0,0.49999999999999994,0.8660254037844387,0.35000000000000003
2025-01-05 03:00:00,9.387,3,6,1,1,5,99.0,0.7071067811865475,0.7071067811865476,0.35000000000000003
2025-01-05 04:00:00,8.938,4,6,1,1,5,100.0,0.8660254037844386,0.5000000000000001,0.35000000000000003
2025-01-05 05:00:00,8.355,5,6,1,1,5,101.0,0.9659258262890683,0.25881904510252074,0.4
2025-01-05 06:00:00,8.392,6,6,1,1,5,102.0,1.0,6.123233995736766e-17,0.35000000000000003
2025-01-05 07:00:00,8.253,7,6,1,1,5,103.0,0.9659258262890683,-0.25881904510252063,0.35000000000000003
2025-01-05 08:00:00,8.405,8,6,1,1,5,104.0,0.8660254037844387,-0.4999999999999998,86.2
2025-01-05 09:00:00,8.915,9,6,1,1,5,105.0,0.7071067811865476,-0.7071067811865475,28.35
2025-01-05 10:00:00,8.295,10,6,1,1,5,106.0,0.49999999999999994,-0.8660254037844387,19.05
2025-01-05 11:00:00,8.882,11,6,1,1,5,107.0,0.258819045102521,-0.9659258262890682,98.1
2025-01-05 12:00:00,8.166,12,6,1,1,5,108.0,1.2246467991473532e-16,-1.0,54.3
2025-01-05 13:00:00,7.839,13,6,1,1,5,109.0,-0.2588190451025208,-0.9659258262890683,44.25
2025-01-05 14:00:00,6.8,14,6,1,1,5,110.0,-0.4999999999999997,-0.8660254037844388,34.75
2025-01-05 15:00:00,5.064,15,6,1,1,5,111.0,-0.7071067811865471,-0.7071067811865479,41.4
2025-01-05 16:00:00,4.991,16,6,1,1,5,112.0,-0.8660254037844384,-0.5000000000000004,5.4
2025-01-05 17:00:00,6.63,17,6,1,1,5,113.0,-0.9659258262890683,-0.25881904510252063,52.3
2025-01-05 18:00:00,6.505,18,6,1,1,5,114.0,-1.0,-1.8369701987210297e-16,25.2
2025-01-05 19:00:00,5.128,19,6,1,1,5,115.0,-0.9659258262890684,0.2588190451025203,32.2
2025-01-05 20:00:00,3.685,20,6,1,1,5,116.0,-0.8660254037844386,0.5000000000000001,0.35000000000000003
2025-01-05 21:00:00,3.68,21,6,1,1,5,117.0,-0.7071067811865477,0.7071067811865474,0.4
2025-01-05 22:00:00,3.468,22,6,1,1,5,118.0,-0.5000000000000004,0.8660254037844384,0.35000000000000003
2025-01-05 23:00:00,2.814,23,6,1,1,5,119.0,-0.25881904510252157,0.9659258262890681,0.35000000000000003
2025-01-06 00:00:00,2.752,0,0,1,0,6,120.0,0.0,1.0,0.30000000000000004
2025-01-06 01:00:00,1.926,1,0,1,0,6,121.0,0.25881904510252074,0.9659258262890683,0.2
2025-01-06 02:00:00,1.135,2,0,1,0,6,122.0,0.49999999999999994,0.8660254037844387,0.25
2025-01-06 03:00:00,0.92,3,0,1,0,6,123.0,0.7071067811865475,0.7071067811865476,0.2
2025-01-06 04:00:00,1.0,4,0,1,0,6,124.0,0.8660254037844386,0.5000000000000001,0.25
2025-01-06 05:00:00,1.481,5,0,1,0,6,125.0,0.9659258262890683,0.25881904510252074,0.2
2025-01-06 06:00:00,2.382,6,0,1,0,6,126.0,1.0,6.123233995736766e-17,0.2
2025-01-06 07:00:00,3.172,7,0,1,0,6,127.0,0.9659258262890683,-0.25881904510252063,35.349999999999994
2025-01-06 08:00:00,4.137,8,0,1,0,6,128.0,0.8660254037844387,-0.4999999999999998,61.900000000000006
2025-01-06 09:00:00,3.636,9,0,1,0,6,129.0,0.7071067811865476,-0.7071067811865475,2.05
2025-01-06 10:00:00,3.469,10,0,1,0,6,130.0,0.49999999999999994,-0.8660254037844387,39.3
2025-01-06 11:00:00,3.283,11,0,1,0,6,131.0,0.258819045102521,-0.9659258262890682,33.15
2025-01-06 12:00:00,3.128,12,0,1,0,6,132.0,1.2246467991473532e-16,-1.0,112.95
2025-01-06 13:00:00,2.86,13,0,1,0,6,133.0,-0.2588190451025208,-0.9659258262890683,0.1
2025-01-06 14:00:00,2.561,14,0,1,0,6,134.0,-0.4999999999999997,-0.8660254037844388,55.8
2025-01-06 15:00:00,2.632,15,0,1,0,6,135.0,-0.7071067811865471,-0.7071067811865479,79.25
2025-01-06 16:00:00,2.687,16,0,1,0,6,136.0,-0.8660254037844384,-0.5000000000000004,215.45
2025-01-06 17:00:00,3.166,17,0,1,0,6,137.0,-0.9659258262890683,-0.25881904510252063,132.55
2025-01-06 18:00:00,3.158,18,0,1,0,6,138.0,-1.0,-1.8369701987210297e-16,97.5
2025-01-06 19:00:00,2.874,19,0,1,0,6,139.0,-0.9659258262890684,0.2588190451025203,23.8
2025-01-06 20:00:00,2.659,20,0,1,0,6,140.0,-0.8660254037844386,0.5000000000000001,33.7
2025-01-06 21:00:00,1.382,21,0,1,0,6,141.0,-0.7071067811865477,0.7071067811865474,13.200000000000001
2025-01-06 22:00:00,2.694,22,0,1,0,6,142.0,-0.5000000000000004,0.8660254037844384,0.2
2025-01-06 23:00:00,1.299,23,0,1,0,6,143.0,-0.25881904510252157,0.9659258262890681,0.25
2025-01-07 00:00:00,1.907,0,1,1,0,7,144.0,0.0,1.0,0.25
2025-01-07 01:00:00,0.871,1,1,1,0,7,145.0,0.25881904510252074,0.9659258262890683,0.30000000000000004
2025-01-07 02:00:00,0.89,2,1,1,0,7,146.0,0.49999999999999994,0.8660254037844387,0.30000000000000004
2025-01-07 03:00:00,0.501,3,1,1,0,7,147.0,0.7071067811865475,0.7071067811865476,0.30000000000000004
2025-01-07 04:00:00,0.513,4,1,1,0,7,148.0,0.8660254037844386,0.5000000000000001,0.30000000000000004
2025-01-07 05:00:00,0.58,5,1,1,0,7,149.0,0.9659258262890683,0.25881904510252074,0.30000000000000004
2025-01-07 06:00:00,4.886,6,1,1,0,7,150.0,1.0,6.123233995736766e-17,0.30000000000000004
2025-01-07 07:00:00,7.683,7,1,1,0,7,151.0,0.9659258262890683,-0.25881904510252063,1.8
2025-01-07 08:00:00,8.508,8,1,1,0,7,152.0,0.8660254037844387,-0.4999999999999998,28.4
2025-01-07 09:00:00,8.424,9,1,1,0,7,153.0,0.7071067811865476,-0.7071067811865475,0.30000000000000004
2025-01-07 10:00:00,7.525,10,1,1,0,7,154.0,0.49999999999999994,-0.8660254037844387,0.25
2025-01-07 11:00:00,6.28,11,1,1,0,7,155.0,0.258819045102521,-0.9659258262890682,0.25
2025-01-07 12:00:00,6.244,12,1,1,0,7,156.0,1.2246467991473532e-16,-1.0,0.25
2025-01-07 13:00:00,6.39,13,1,1,0,7,157.0,-0.2588190451025208,-0.9659258262890683,17.45
2025-01-07 14:00:00,7.256,14,1,1,0,7,158.0,-0.4999999999999997,-0.8660254037844388,28.75
2025-01-07 15:00:00,7.811,15,1,1,0,7,159.0,-0.7071067811865471,-0.7071067811865479,3.8
2025-01-07 16:00:00,7.998,16,1,1,0,7,160.0,-0.8660254037844384,-0.5000000000000004,2.5
2025-01-07 17:00:00,9.603,17,1,1,0,7,161.0,-0.9659258262890683,-0.25881904510252063,35.0
2025-01-07 18:00:00,10.111,18,1,1,0,7,162.0,-1.0,-1.8369701987210297e-16,63.599999999999994
2025-01-07 19:00:00,8.621,19,1,1,0,7,163.0,-0.9659258262890684,0.2588190451025203,32.8
2025-01-07 20:00:00,7.801,20,1,1,0,7,164.0,-0.8660254037844386,0.5000000000000001,0.35000000000000003
2025-01-07 21:00:00,7.245,21,1,1,0,7,165.0,-0.7071067811865477,0.7071067811865474,46.2
2025-01-07 22:00:00,7.245,22,1,1,0,7,166.0,-0.5000000000000004,0.8660254037844384,16.6
2025-01-07 23:00:00,5.004,23,1,1,0,7,167.0,-0.25881904510252157,0.9659258262890681,0.35000000000000003
2025-01-08 00:00:00,7.105,0,2,1,0,8,168.0,0.0,1.0,0.35000000000000003
2025-01-08 01:00:00,6.801,1,2,1,0,8,169.0,0.25881904510252074,0.9659258262890683,0.4
2025-01-08 02:00:00,6.334,2,2,1,0,8,170.0,0.49999999999999994,0.8660254037844387,0.35000000000000003
2025-01-08 03:00:00,5.701,3,2,1,0,8,171.0,0.7071067811865475,0.7071067811865476,0.35000000000000003
2025-01-08 04:00:00,6.629,4,2,1,0,8,172.0,0.8660254037844386,0.5000000000000001,0.35000000000000003
2025-01-08 05:00:00,7.207,5,2,1,0,8,173.0,0.9659258262890683,0.25881904510252074,0.35000000000000003
2025-01-08 06:00:00,8.27,6,2,1,0,8,174.0,1.0,6.123233995736766e-17,0.35000000000000003
2025-01-08 07:00:00,10.073,7,2,1,0,8,175.0,0.9659258262890683,-0.25881904510252063,0.35000000000000003
2025-01-08 08:00:00,12.822,8,2,1,0,8,176.0,0.8660254037844387,-0.4999999999999998,40.95
2025-01-08 09:00:00,10.818,9,2,1,0,8,177.0,0.7071067811865476,-0.7071067811865475,0.30000000000000004
2025-01-08 10:00:00,9.465,10,2,1,0,8,178.0,0.49999999999999994,-0.8660254037844387,11.55
2025-01-08 11:00:00,10.001,11,2,1,0,8,179.0,0.258819045102521,-0.9659258262890682,48.55
2025-01-08 12:00:00,8.999,12,2,1,0,8,180.0,1.2246467991473532e-16,-1.0,73.05
2025-01-08 13:00:00,9.72,13,2,1,0,8,181.0,-0.2588190451025208,-0.9659258262890683,47.05
2025-01-08 14:00:00,11.019,14,2,1,0,8,182.0,-0.4999999999999997,-0.8660254037844388,32.1
2025-01-08 15:00:00,12.78,15,2,1,0,8,183.0,-0.7071067811865471,-0.7071067811865479,79.5
2025-01-08 16:00:00,13.582,16,2,1,0,8,184.0,-0.8660254037844384,-0.5000000000000004,22.799999999999997
2025-01-08 17:00:00,15.546,17,2,1,0,8,185.0,-0.9659258262890683,-0.25881904510252063,102.9
2025-01-08 18:00:00,14.923,18,2,1,0,8,186.0,-1.0,-1.8369701987210297e-16,91.65
2025-01-08 19:00:00,14.648,19,2,1,0,8,187.0,-0.9659258262890684,0.2588190451025203,40.65
2025-01-08 20:00:00,13.686,20,2,1,0,8,188.0,-0.8660254037844386,0.5000000000000001,0.35000000000000003
2025-01-08 21:00:00,12.786,21,2,1,0,8,189.0,-0.7071067811865477,0.7071067811865474,0.35000000000000003
2025-01-08 22:00:00,11.592,22,2,1,0,8,190.0,-0.5000000000000004,0.8660254037844384,0.35000000000000003
2025-01-08 23:00:00,10.359,23,2,1,0,8,191.0,-0.25881904510252157,0.9659258262890681,0.4
2025-01-09 00:00:00,10.144,0,3,1,0,9,192.0,0.0,1.0,0.35000000000000003
2025-01-09 01:00:00,10.0,1,3,1,0,9,193.0,0.25881904510252074,0.9659258262890683,0.35000000000000003
2025-01-09 02:00:00,9.877,2,3,1,0,9,194.0,0.49999999999999994,0.8660254037844387,0.35000000000000003
2025-01-09 03:00:00,9.522,3,3,1,0,9,195.0,0.7071067811865475,0.7071067811865476,0.35000000000000003
2025-01-09 04:00:00,9.828,4,3,1,0,9,196.0,0.8660254037844386,0.5000000000000001,0.35000000000000003
2025-01-09 05:00:00,10.265,5,3,1,0,9,197.0,0.9659258262890683,0.25881904510252074,0.35000000000000003
2025-01-09 06:00:00,13.354,6,3,1,0,9,198.0,1.0,6.123233995736766e-17,0.4
2025-01-09 07:00:00,14.88,7,3,1,0,9,199.0,0.9659258262890683,-0.25881904510252063,12.6
2025-01-09 08:00:00,16.488,8,3,1,0,9,200.0,0.8660254037844387,-0.4999999999999998,90.25
2025-01-09 09:00:00,15.615,9,3,1,0,9,201.0,0.7071067811865476,-0.7071067811865475,43.550000000000004
2025-01-09 10:00:00,14.764,10,3,1,0,9,202.0,0.49999999999999994,-0.8660254037844387,0.25
2025-01-09 11:00:00,14.021,11,3,1,0,9,203.0,0.258819045102521,-0.9659258262890682,46.45
2025-01-09 12:00:00,12.818,12,3,1,0,9,204.0,1.2246467991473532e-16,-1.0,10.05
2025-01-09 13:00:00,12.115,13,3,1,0,9,205.0,-0.2588190451025208,-0.9659258262890683,21.4
2025-01-09 14:00:00,12.395,14,3,1,0,9,206.0,-0.4999999999999997,-0.8660254037844388,80.0
2025-01-09 15:00:00,12.753,15,3,1,0,9,207.0,-0.7071067811865471,-0.7071067811865479,73.25
2025-01-09 16:00:00,12.375,16,3,1,0,9,208.0,-0.8660254037844384,-0.5000000000000004,127.60000000000001
2025-01-09 17:00:00,13.091,17,3,1,0,9,209.0,-0.9659258262890683,-0.25881904510252063,89.05
2025-01-09 18:00:00,13.475,18,3,1,0,9,210.0,-1.0,-1.8369701987210297e-16,43.8
2025-01-09 19:00:00,12.544,19,3,1,0,9,211.0,-0.9659258262890684,0.2588190451025203,17.85
2025-01-09 20:00:00,11.923,20,3,1,0,9,212.0,-0.8660254037844386,0.5000000000000001,7.0
2025-01-09 21:00:00,10.499,21,3,1,0,9,213.0,-0.7071067811865477,0.7071067811865474,65.65
2025-01-09 22:00:00,10.11,22,3,1,0,9,214.0,-0.5000000000000004,0.8660254037844384,3.9
2025-01-09 23:00:00,8.819,23,3,1,0,9,215.0,-0.25881904510252157,0.9659258262890681,0.35000000000000003
2025-01-10 00:00:00,8.479,0,4,1,0,10,216.0,0.0,1.0,69.4
2025-01-10 01:00:00,8.023,1,4,1,0,10,217.0,0.25881904510252074,0.9659258262890683,27.85
2025-01-10 02:00:00,7.129,2,4,1,0,10,218.0,0.49999999999999994,0.8660254037844387,0.35000000000000003
2025-01-10 03:00:00,6.905,3,4,1,0,10,219.0,0.7071067811865475,0.7071067811865476,0.35000000000000003
2025-01-10 04:00:00,6.989,4,4,1,0,10,220.0,0.8660254037844386,0.5000000000000001,0.35000000000000003
2025-01-10 05:00:00,8.39,5,4,1,0,10,221.0,0.9659258262890683,0.25881904510252074,0.35000000000000003
2025-01-10 06:00:00,9.909,6,4,1,0,10,222.0,1.0,6.123233995736766e-17,0.35000000000000003
2025-01-10 07:00:00,12.392,7,4,1,0,10,223.0,0.9659258262890683,-0.25881904510252063,17.15
2025-01-10 08:00:00,13.947,8,4,1,0,10,224.0,0.8660254037844387,-0.4999999999999998,34.9
2025-01-10 09:00:00,13.692,9,4,1,0,10,225.0,0.7071067811865476,-0.7071067811865475,54.6
2025-01-10 10:00:00,12.357,10,4,1,0,10,226.0,0.49999999999999994,-0.8660254037844387,12.85
2025-01-10 11:00:00,11.359,11,4,1,0,10,227.0,0.258819045102521,-0.9659258262890682,43.1
2025-01-10 12:00:00,10.743,12,4,1,0,10,228.0,1.2246467991473532e-16,-1.0,10.65
2025-01-10 13:00:00,10.501,13,4,1,0,10,229.0,-0.2588190451025208,-0.9659258262890683,91.2
2025-01-10 14:00:00,11.001,14,4,1,0,10,230.0,-0.4999999999999997,-0.8660254037844388,63.349999999999994
2025-01-10 15:00:00,12.869,15,4,1,0,10,231.0,-0.7071067811865471,-0.7071067811865479,0.30000000000000004
2025-01-10 16:00:00,13.487,16,4,1,0,10,232.0,-0.8660254037844384,-0.5000000000000004,75.9
2025-01-10 17:00:00,14.256,17,4,1,0,10,233.0,-0.9659258262890683,-0.25881904510252063,0.35000000000000003
2025-01-10 18:00:00,14.412,18,4,1,0,10,234.0,-1.0,-1.8369701987210297e-16,61.05
2025-01-10 19:00:00,14.105,19,4,1,0,10,235.0,-0.9659258262890684,0.2588190451025203,99.25
2025-01-10 20:00:00,13.482,20,4,1,0,10,236.0,-0.8660254037844386,0.5000000000000001,0.35000000000000003
2025-01-10 21:00:00,12.251,21,4,1,0,10,237.0,-0.7071067811865477,0.7071067811865474,0.35000000000000003
2025-01-10 22:00:00,11.977,22,4,1,0,10,238.0,-0.5000000000000004,0.8660254037844384,7.35
2025-01-10 23:00:00,11.171,23,4,1,0,10,239.0,-0.25881904510252157,0.9659258262890681,30.15
2025-01-11 00:00:00,10.664,0,5,1,1,11,240.0,0.0,1.0,0.35000000000000003
2025-01-11 01:00:00,9.899,1,5,1,1,11,241.0,0.25881904510252074,0.9659258262890683,0.35000000000000003
2025-01-11 02:00:00,9.571,2,5,1,1,11,242.0,0.49999999999999994,0.8660254037844387,0.4
2025-01-11 03:00:00,8.945,3,5,1,1,11,243.0,0.7071067811865475,0.7071067811865476,0.35000000000000003
2025-01-11 04:00:00,8.835,4,5,1,1,11,244.0,0.8660254037844386,0.5000000000000001,0.35000000000000003
2025-01-11 05:00:00,8.84,5,5,1,1,11,245.0,0.9659258262890683,0.25881904510252074,0.35000000000000003
2025-01-11 06:00:00,8.813,6,5,1,1,11,246.0,1.0,6.123233995736766e-17,0.4
2025-01-11 07:00:00,9.468,7,5,1,1,11,247.0,0.9659258262890683,-0.25881904510252063,0.35000000000000003
2025-01-11 08:00:00,10.765,8,5,1,1,11,248.0,0.8660254037844387,-0.4999999999999998,0.25
2025-01-11 09:00:00,10.314,9,5,1,1,11,249.0,0.7071067811865476,-0.7071067811865475,78.0
